,title,location,predict_category
3213,Frontend Разработчик TypeScript,Russia,development
3214,Frontend Developer (React/TypeScript),Russia,development
3215,C / C++ Developer,Russia,development
3216,Senior Python Developer (Data Mining),Russia,development
3217,Senior Backend Engineer,,development
3218,Frontend Developer,Russia,development
3219,Middle UE4/5 C++ Developer,Serbia,development
3220,Motion Designer (Mobile Gaming),,design
3221,3D Car Artist,Russia,design
3222,Контент-менеджер,,marketing
3223,Fullstack Developer (Python),Russia,development
3224,Senior Data Scientist (Personalization),Russia,analytics
3225,Веб-дизайнер,Russia,design
3226,Менеджер по продажам,Russia,management
3227,Senior Product Designer,Russia,design
3228,Middle Fullstack Developer (WordPress/HivePress),Russia,development
3229,Стажер Java разработчик,Russia,development
3230,Senior DevOps Engineer (Kubernetes/Cloudflare/DigitalOcean),Belarus,devops
3231,SMM-специалист (Figma),,marketing
3232,Middle 1C Developer,,development
3233,Software Engineer (Query Team),Ireland,development
3234,Контент-менеджер (Stories),Russia,marketing
3235,Senior Product Designer,Russia,design
3236,Маркетолог (EdTech),,marketing
3237,Директор по продажам и маркетингу,Russia,management
3238,Инженер безопасности данных,Russia,qa
3239,Middle Product Designer (Back Office Support),Russia,design
3240,Digital Developer,Russia,development
3241,"Python Developer (Fintech, LLM)",Russia,development
3242,PL/SQL Expert Developer,India,development
3243,Junior Java Developer,Russia,development
3244,Ведущий Frontend разработчик,Russia,development
3245,Senior Applied AI Engineer (AI),US,development
3246,Market Researcher (AI),US,analytics
3247,Senior AI Product Manager,US,management
3248,Junior QA Тестировщик,Russia,qa
3249,Стажер-разработчик Java,Russia,development
3250,Senior Large Language Model Engineer (AI),Singapore,development
3251,Junior Специалист по внедрению 1С (Контур.Диадок),Russia,development
3252,Head of Web3 Marketing (Web3),,marketing
3253,Head of Institutional Partnerships & BD,,management
3254,Software Development Engineer (AI),US,development
3255,Chief Product Officer (Fintech),UAE,management
3256,Growth Architect,Bolivia,management
3257,Fullstack Developer (AI/Cricket),Netherlands,development
3258,Client Executive (Healthcare SaaS),US,management
3259,Director of Growth Marketing (AI),Spain,marketing
3260,Quality Specialist,Romania,qa
3261,Senior SAP MDG Developer (ERP),Romania,development
3262,ABAP Developer (SAP),Romania,development
3263,Electronic Technician,Romania,development
3264,Senior Commodity Buyer Mechatronics,Romania,management
3265,Software Developer (Teamcenter),Romania,development
3266,Senior ABAP Developer (S/4HANA),Romania,development
3267,Technical Project Manager (Automotive),Hungary,management
3268,Test Engineer (ICT & Flashing),Romania,qa
3269,SAP Production Planning Consultant (ERP),Romania,management
3270,Responsabil Structura PLM (Automotive),Romania,management
3271,Customer Quality Project Leader,Romania,management
3272,Inginer Proiectant (Automotive),Moldova,management
3273,Responsabil Industrializare (Automotive),Romania,management
3274,IT Operations Specialist (On-site),Vietnam,devops
3275,Intern SAP Transport Management (ERP),Romania,management
3276,Head Of Customer Quality (Automotive),Romania,management
3277,Tooling Engineer (Project Management),Romania,management
3278,Project Manager Supply Chain (Automotive),Romania,management
3279,IT Consultant SAP Treasury (ERP),Romania,management
3280,Specialist Mentenanță,Romania,management
3281,IT Consultant SAP Finance (SAP),Romania,management
3282,Information Security Officer (Architecture),Romania,qa
3283,Tehnician Service Automatist (Automotive),Romania,development
3284,Customer Quality Specialist (Automotive),Romania,management
3285,SAP Master Data Consultant (SCM),Romania,management
3286,AI-First Developer (AI),Spain,development
3287,Intern IT Communication Agent,Romania,management
3288,Consultant SAP GTS (SCM),Romania,management
3289,Plastic Technology Engineer,Romania,management
3290,MES Key-user,Romania,management
3291,Graphic Designer (Logo),,design
3292,Frontend Developer (React/TypeScript),Russia,development
3293,Product Manager (AI),,management
3294,Директор по продажам,Russia,management
3295,Руководитель по развитию B2B SaaS (AI),Russia,management
3296,Senior DevOps Consultant (Salesforce),US,devops
3297,People Operations And Systems Specialist,US,management
3298,Platform Engineer (Salesforce),US,devops
3299,Talent Acquisition Recruiter (SaaS),US,management
3300,Senior Customer Success Manager (Salesforce),US,management
3301,"Sr Manager, Global People Experience (HRBP)",US,management
3302,Senior Product Designer (DevOps),US,design
3303,Principal Product Designer (DevOps),US,design
3304,Senior Product Manager (Salesforce),US,management
3305,Principal DevOps Consultant (Salesforce),US,devops
3306,Fullstack Developer (React/AI),,development
3307,AI Transformation Lead,,analytics
3308,Talent Partner (Bilingual),UK,management
3309,Data Analyst,Italy,analytics
3310,Execution Systems Engineer (Fintech),UAE,development
3311,Lead Software Engineer (Fullstack),US,development
3312,Software Engineer (C++),UK,development
3313,Контент-менеджер (SMM/Content),Russia,marketing
3314,Python AI Developer,,development
3315,Talent Sourcer,US,management
3316,Product Support Specialist,US,management
3317,Content & Growth Marketing Manager,Russia,marketing
3318,Software Engineer,Germany,development
3319,AI Artist (E-commerce),Russia,design
3320,Junior Python Developer (AI),Kazakhstan,development
3321,UX/UI Дизайнер,Russia,design
3322,DevOps Team Lead,Poland,devops
3323,Контент-ассистент,Russia,marketing
3324,Live Content Moderator,Poland,management
3325,Senior Frontend Engineer (React),Cyprus,development
3326,SDET (Infrastructure & Platform),Poland,development
3327,Mobile Solution Architect,Poland,development
3328,Video WebRTC Engineer,Poland,development
3329,Fullstack Engineer (Web3),,development
3330,Senior System Architect (Trading),Netherlands,development
3331,Account Executive (Salesforce),US,management
3332,DevOps Consultant (Salesforce),US,devops
3333,Senior Java Developer (Backend),Poland,development
3334,Cryptocurrency Trader,,management
3335,Дизайнер презентаций,Russia,design
3336,Стажер-маркетолог,Russia,marketing
3337,Head of Content Marketing,Russia,marketing
3338,Senior Brand Manager,Russia,management
3339,QA Engineer (Fintech),Belarus,qa
3340,1С Аналитик (ERP),Russia,analytics
3341,Рилсмейкер (Medtech),Russia,marketing
3342,Директор по маркетингу (CMO),Russia,management
3343,AI Content Creator,,marketing
3344,Директор по развитию (Wholesale & Retail),Russia,management
3345,Ведущий системный аналитик (System Design),Russia,development
3346,Руководитель проектов профессионального развития (EdTech),Russia,management
3347,Бизнес/Системный аналитик,Russia,analytics
3348,Senior Technical Project Manager,Georgia,management
3349,Solutions Delivery Lead (Insurance SaaS Platform),Belgium,management
3350,Frontend Developer (Next.js/Tailwind CSS),Russia,development
3351,SEO-маркетолог,Russia,marketing
3352,Software Developer,,development
3353,Fullstack Developer (AI),UK,development
3354,Заместитель генерального директора по информационной безопасности,Russia,management
3355,Head of Engineering (AI),Kazakhstan,management
3356,Social Media Support Specialist,US,management
3357,Product Owner,US,management
3358,Senior Product Manager,US,management
3359,Senior Fullstack Software Engineer (AI),US,development
3360,Senior Fullstack Software Engineer (AI),US,development
3361,Automations and Controls Engineer (Manufacturing),US,development
3362,Lead Generation Representative,US,management
3363,Director of Growth Marketing (AI),Poland,marketing
3364,Senior Backend Engineer (AI),US,development
3365,Senior Frontend Engineer (AI),US,development
3366,Web Designer (Minimalism/Premium),,design
3367,Ведущий системный инженер (DevOps),Russia,devops
3368,Frontend Developer,Russia,development
3369,Backend Developer (Django),,development
3370,Генеральный директор,Russia,management
3371,Fullstack/React Native Team Lead,Poland,development
3372,3D Дизайнер,,design
3373,Директор по информационным технологиям (1С),Russia,management
3374,Senior Data Engineer,Canada,analytics
3375,Контент-маркетинг менеджер (SaaS),,marketing
3376,Junior/Middle Manual QA Engineer,,qa
3377,Художник-дизайнер,Russia,design
3378,Руководитель отдела продаж,Russia,management
3379,QA Lead (Gamedev),Russia,qa
3380,Senior DevOps/MLOps Engineer (Fintech),Russia,devops
3381,Senior DevOps Engineer,Russia,devops
3382,Marketing And Events Executive (Social Impact),UK,marketing
3383,Директор по закупкам и ВЭД (Китай),Russia,management
3384,Маркетолог-аналитик,,marketing
3385,Senior Data Scientist (Mcm),UK,analytics
3386,DevOps Engineer,Germany,devops
3387,Motion Designer (AE/C4D),,design
3388,Multilingual Sales Representative,Ukraine,management
3389,Business Development Manager,Cyprus,management
3390,Media Buyer (iGaming),,marketing
3391,Global Sales Performance Lead (SaaS),NZ,management
3392,SMM-специалист,Russia,marketing
3393,Руководитель проектов юридического департамента,Russia,management
3394,Sales Manager (B2B),,management
3395,General Manager (SaaS),US,management
3396,CPO (Fintech),Russia,management
3397,CRM / Telegram-бот интегратор (Bitrix24/E-commerce),Russia,development
3398,Коммерческий директор (B2B),Russia,management
3399,Senior iOS Developer,,development
3400,Senior React Native Engineer,Poland,development
3401,Контент-мейкер (AI),,marketing
3402,Chief of Staff,Portugal,management
3403,Исполнительный директор (Машиностроение),Russia,management
3404,Аналитик (Fintech),Poland,analytics
